fecha,Embalse,Buffer,Estado,Cmax,Cmean,Cmean2,Cmin,Cmin2,Medicion
2017-06-01,Acebo,,Mesotrophic,,,,,,3.0
2017-06-01,Acebo,1,Mesotrophic,0.0002875826903618872,0.0002875826903618872,,0.0002875826903618872,,
2017-06-01,Acebo,2,Mesotrophic,1.5013408660888672,0.49386751651763916,0.49386751651763916,0.0002875826903618872,0.0002875826903618872,
2017-06-01,Acebo,3,Mesotrophic,1.5013408660888672,0.4957921802997589,0.4957921802997589,0.0002875826903618872,0.0002875826903618872,
2017-06-01,Acebo,4,Mesotrophic,3.8266525268554688,0.7568492889404297,0.7568492889404297,0.0,0.0,
2017-06-01,Acebo,5,Mesotrophic,3.970771551132202,0.9461774230003357,0.9461774230003357,0.0,0.0,
2017-06-01,Acebo,6,Mesotrophic,3.970771551132202,0.9412100911140442,0.9412100911140442,0.0,0.0,
2017-06-01,Acebo,7,Mesotrophic,3.970771551132202,1.0219146013259888,1.0219146013259888,0.0,0.0,
2017-06-01,Acebo,8,Mesotrophic,3.98350191116333,0.9840084314346313,0.9840084314346313,0.0,0.0,
2017-06-01,Acebo,9,Mesotrophic,4.012206077575684,1.0700169801712036,1.0700169801712036,0.0,0.0,
2017-06-01,Acebo,10,Mesotrophic,4.012206077575684,1.1225038766860962,1.1225038766860962,0.0,0.0,
2017-06-01,Acebo,11,Mesotrophic,4.012206077575684,1.0665565729141235,1.0665565729141235,0.0,0.0,
2017-06-01,Acebo,12,Mesotrophic,4.0720086097717285,1.0635912418365479,1.0635912418365479,0.0,0.0,
2017-06-01,Acebo,13,Mesotrophic,4.273157596588135,1.0862208604812622,1.0862208604812622,0.0,0.0,
2017-06-01,Acebo,14,Mesotrophic,4.510219097137451,1.0664557218551636,1.0664557218551636,0.0,0.0,
2017-06-01,Acebo,15,Mesotrophic,4.510219097137451,1.0516817569732666,1.0516817569732666,0.0,0.0,
2017-06-01,Acebo,16,Mesotrophic,5.142930507659912,1.0548731088638306,1.0548731088638306,0.0,0.0,
