,fecha,Embalse,Buffer,Estado,Cmax,Cmean,Cmean2,Cmin,Cmin2,Medicion
626,2020-11-01,El Santo,3.0,Hypertrophic,13.68592357635498,8.070158004760742,8.492412567138672,4.692127227783203,5.269360065460205,
627,2020-11-01,El Santo,4.0,Hypertrophic,13.68592357635498,7.288129329681396,8.329179763793945,0.0,3.3821282386779785,
628,2020-11-01,El Santo,5.0,Hypertrophic,13.987415313720703,7.109847545623779,7.9664411544799805,0.0,3.3821282386779785,
629,2020-11-01,El Santo,6.0,Hypertrophic,13.987415313720703,5.109866142272949,7.6161723136901855,0.0,2.482919931411743,
630,2020-11-01,El Santo,7.0,Hypertrophic,13.987415313720703,4.888321399688721,6.976406574249268,0.0,2.482919931411743,
631,2020-11-01,El Santo,8.0,Hypertrophic,13.987415313720703,3.747369289398194,3.747369289398194,0.0,0.0,
632,2020-11-01,El Santo,9.0,Hypertrophic,13.987415313720703,3.799692869186402,3.799692869186402,0.0,0.0,
633,2020-11-01,El Santo,10.0,Hypertrophic,13.987415313720703,3.0777511596679688,3.0777511596679688,0.0,0.0,
634,2020-11-01,El Santo,11.0,Hypertrophic,13.987415313720703,3.1583480834960938,3.1583480834960938,0.0,0.0,
635,2020-11-01,El Santo,12.0,Hypertrophic,13.987415313720703,2.6538898944854736,2.6538898944854736,0.0,0.0,
636,2020-11-01,El Santo,13.0,Hypertrophic,14.38123893737793,2.885972261428833,2.885972261428833,0.0,0.0,
637,2020-11-01,El Santo,14.0,Hypertrophic,14.38123893737793,2.488414764404297,2.488414764404297,0.0,0.0,
638,2020-11-01,El Santo,15.0,Hypertrophic,14.38123893737793,2.7134768962860107,2.7134768962860107,0.0,0.0,
639,2020-11-01,El Santo,16.0,Hypertrophic,14.38123893737793,2.3848917484283447,2.3848917484283447,0.0,0.0,
640,2020-11-01,El Santo,17.0,Hypertrophic,14.38123893737793,2.532881259918213,2.532881259918213,0.0,0.0,
641,2020-11-01,El Santo,18.0,Hypertrophic,14.38123893737793,2.259317398071289,2.259317398071289,0.0,0.0,
642,2020-11-01,El Santo,19.0,Hypertrophic,14.38123893737793,2.355553388595581,2.355553388595581,0.0,0.0,
643,2020-11-01,El Santo,20.0,Hypertrophic,14.38123893737793,2.1725497245788574,2.1725497245788574,0.0,0.0,
644,2020-11-01,Garciaz,,Eutrophic,,,,,,5.53
645,2020-11-01,Garganta del Obispo,,Hypertrophic,,,,,,0.97
646,2020-11-01,Guadalupe,,Eutrophic,,,,,,7.29
647,2020-11-01,Hervas,,Eutrophic,,,,,,8.42
648,2020-11-01,Jaime Ozores,,Hypertrophic,,,,,,35.68
649,2020-11-01,Jaime Ozores,1.0,Hypertrophic,18.234777450561523,18.234777450561523,,18.234777450561523,,
650,2020-11-01,Jaime Ozores,2.0,Hypertrophic,18.234777450561523,9.081035614013672,12.10678768157959,0.0037794287782162,0.0044495682232081,
651,2020-11-01,Jaime Ozores,3.0,Hypertrophic,18.97858619689941,8.149534225463867,8.149534225463867,0.0,0.0,
652,2020-11-01,Jaime Ozores,4.0,Hypertrophic,29.34898376464844,8.199654579162598,8.199654579162598,0.0,0.0,
653,2020-11-01,Jaime Ozores,5.0,Hypertrophic,37.340457916259766,9.604894638061523,9.604894638061523,0.0,0.0,
654,2020-11-01,Jaime Ozores,6.0,Hypertrophic,37.340457916259766,9.197916984558104,9.197916984558104,0.0,0.0,
655,2020-11-01,Jaime Ozores,7.0,Hypertrophic,37.340457916259766,9.1829252243042,9.1829252243042,0.0,0.0,
656,2020-11-01,Jaime Ozores,8.0,Hypertrophic,37.340457916259766,8.062583923339844,8.062583923339844,0.0,0.0,
657,2020-11-01,Jaime Ozores,9.0,Hypertrophic,37.340457916259766,10.119648933410645,10.119648933410645,0.0,0.0,
658,2020-11-01,Jaime Ozores,10.0,Hypertrophic,37.340457916259766,9.223127365112305,9.223127365112305,0.0,0.0,
659,2020-11-01,Jaime Ozores,11.0,Hypertrophic,37.340457916259766,10.34959316253662,10.34959316253662,0.0,0.0,
660,2020-11-01,Jaime Ozores,12.0,Hypertrophic,37.340457916259766,9.925090789794922,9.925090789794922,0.0,0.0,
661,2020-11-01,Jaime Ozores,13.0,Hypertrophic,37.340457916259766,10.442740440368652,10.442740440368652,0.0,0.0,
662,2020-11-01,Jaime Ozores,14.0,Hypertrophic,37.340457916259766,10.093090057373049,10.093090057373049,0.0,0.0,
663,2020-11-01,Jaime Ozores,15.0,Hypertrophic,37.340457916259766,10.42906665802002,10.42906665802002,0.0,0.0,
664,2020-11-01,Jaime Ozores,16.0,Hypertrophic,38.49146270751953,10.26349639892578,10.26349639892578,0.0,0.0,
665,2020-11-01,Jaime Ozores,17.0,Hypertrophic,42.6721076965332,10.189849853515623,10.189849853515623,0.0,0.0,
666,2020-11-01,Jaime Ozores,18.0,Hypertrophic,46.69739532470703,10.059814453125,10.059814453125,0.0,0.0,
667,2020-11-01,Jaime Ozores,19.0,Hypertrophic,46.69739532470703,9.811060905456545,9.811060905456545,0.0,0.0,
668,2020-11-01,Jaime Ozores,20.0,Hypertrophic,49.02997589111328,9.623693466186523,9.623693466186523,0.0,0.0,
669,2020-11-01,Llerena,,Hypertrophic,,,,,,44.85
670,2020-11-01,Llerena,1.0,Hypertrophic,21.63697052001953,21.63697052001953,,21.63697052001953,,
671,2020-11-01,Llerena,2.0,Hypertrophic,31.64495086669922,24.17811584472656,24.17811584472656,19.913843154907227,19.913843154907227,
672,2020-11-01,Llerena,3.0,Hypertrophic,31.64495086669922,17.969261169433594,23.45211601257324,5.851344585418701,19.913843154907227,
673,2020-11-01,Llerena,4.0,Hypertrophic,31.64495086669922,19.19310569763184,23.26387596130371,5.851344585418701,15.638071060180664,
674,2020-11-01,Llerena,5.0,Hypertrophic,31.64495086669922,15.55755615234375,17.31145477294922,5.851344585418701,7.107187747955322,
675,2020-11-01,Llerena,6.0,Hypertrophic,31.64495086669922,15.12322998046875,16.512939453125,0.0286467932164669,6.715117931365967,
676,2020-11-01,Llerena,7.0,Hypertrophic,31.64495086669922,14.47520637512207,15.618760108947754,0.0286467932164669,6.715117931365967,
677,2020-11-01,Llerena,8.0,Hypertrophic,41.00526809692383,12.894412994384766,14.982040405273438,0.0072649070061743,4.222987174987793,
678,2020-11-01,Llerena,9.0,Hypertrophic,41.00526809692383,12.514070510864258,14.258889198303224,0.0072649070061743,4.222987174987793,
679,2020-11-01,Llerena,10.0,Hypertrophic,41.00526809692383,10.52069091796875,13.99351692199707,0.0,2.5626540184021,
680,2020-11-01,Llerena,11.0,Hypertrophic,41.00526809692383,10.336251258850098,13.277487754821776,0.0,2.347916841506958,
681,2020-11-01,Llerena,12.0,Hypertrophic,41.00526809692383,8.94365406036377,12.722116470336914,0.0,0.4950682520866394,
682,2020-11-01,Llerena,13.0,Hypertrophic,41.00526809692383,9.089262962341309,12.555437088012695,0.0,1.2277506589889526,
683,2020-11-01,Llerena,14.0,Hypertrophic,55.42639923095703,9.18028450012207,9.18028450012207,0.0,0.0,
684,2020-11-01,Llerena,15.0,Hypertrophic,55.42639923095703,9.136603355407717,9.136603355407717,0.0,0.0,
685,2020-11-01,Llerena,16.0,Hypertrophic,55.42639923095703,8.28080940246582,8.28080940246582,0.0,0.0,
686,2020-11-01,Llerena,17.0,Hypertrophic,55.42639923095703,8.288352966308594,8.288352966308594,0.0,0.0,
687,2020-11-01,Llerena,18.0,Hypertrophic,55.42639923095703,7.518170356750488,7.518170356750488,0.0,0.0,
688,2020-11-01,Llerena,19.0,Hypertrophic,55.42639923095703,7.546849250793457,7.546849250793457,0.0,0.0,
689,2020-11-01,Llerena,20.0,Hypertrophic,55.42639923095703,7.059624195098877,7.059624195098877,0.0,0.0,
690,2020-11-01,Los Angeles,,Hypertrophic,,,,,,3.99
691,2020-11-01,Los Huertos,,Hypertrophic,,,,,,32.54
692,2020-11-01,Los Huertos,1.0,Hypertrophic,17.501617431640625,17.501617431640625,,17.501617431640625,,
693,2020-11-01,Los Huertos,2.0,Hypertrophic,23.30758476257324,14.380477905273438,19.1732234954834,0.0022389874793589,16.710468292236328,
694,2020-11-01,Los Huertos,3.0,Hypertrophic,23.30758476257324,16.057043075561523,18.063894271850582,0.0022389874793589,13.820561408996582,
695,2020-11-01,Los Huertos,4.0,Hypertrophic,24.871042251586918,15.570598602294922,18.898881912231445,0.0,13.820561408996582,
696,2020-11-01,Los Huertos,5.0,Hypertrophic,24.871042251586918,12.847835540771484,18.516958236694336,0.0,13.820561408996582,
697,2020-11-01,Los Huertos,6.0,Hypertrophic,24.871042251586918,11.74797821044922,18.25919914245605,0.0,3.441894292831421,
698,2020-11-01,Los Huertos,7.0,Hypertrophic,25.47312355041504,11.388001441955566,17.904722213745117,0.0,3.441894292831421,
699,2020-11-01,Los Huertos,8.0,Hypertrophic,25.47312355041504,10.614590644836426,17.854400634765625,0.0,2.0990591049194336,
700,2020-11-01,Los Huertos,9.0,Hypertrophic,25.47312355041504,10.519137382507324,17.732988357543945,0.0,2.0990591049194336,
701,2020-11-01,Los Huertos,10.0,Hypertrophic,28.24540901184082,9.863869667053224,17.304996490478516,0.0,0.8643860816955566,
702,2020-11-01,Los Huertos,11.0,Hypertrophic,34.31266403198242,9.858942985534668,17.804922103881836,0.0,0.8643860816955566,
703,2020-11-01,Los Huertos,12.0,Hypertrophic,34.31266403198242,9.03744125366211,9.03744125366211,0.0,0.0,
704,2020-11-01,Los Huertos,13.0,Hypertrophic,49.04165649414063,9.095703125,9.095703125,0.0,0.0,
705,2020-11-01,Los Huertos,14.0,Hypertrophic,49.04165649414063,8.521943092346191,8.521943092346191,0.0,0.0,
706,2020-11-01,Los Huertos,15.0,Hypertrophic,49.04165649414063,8.209522247314453,8.209522247314453,0.0,0.0,
707,2020-11-01,Los Huertos,16.0,Hypertrophic,49.04165649414063,7.968727111816406,7.968727111816406,0.0,0.0,
708,2020-11-01,Los Huertos,17.0,Hypertrophic,49.04165649414063,7.430111408233643,7.430111408233643,0.0,0.0,
709,2020-11-01,Los Huertos,18.0,Hypertrophic,49.04165649414063,7.085803508758545,7.085803508758545,0.0,0.0,
710,2020-11-01,Los Huertos,19.0,Hypertrophic,49.04165649414063,6.513220310211182,6.513220310211182,0.0,0.0,
711,2020-11-01,Los Huertos,20.0,Hypertrophic,49.04165649414063,6.128423690795898,6.128423690795898,0.0,0.0,
712,2020-11-01,Madronnera,,Eutrophic,,,,,,19.76
713,2020-11-01,Majadillas,,Eutrophic,,,,,,5.16
714,2020-11-01,Majadillas,1.0,Eutrophic,2.027338981628418,2.027338981628418,,2.027338981628418,,
715,2020-11-01,Majadillas,2.0,Eutrophic,2.027338981628418,1.0287456512451172,1.3493934869766235,0.0668020695447921,0.8754798769950867,
716,2020-11-01,Majadillas,3.0,Eutrophic,2.2509121894836426,1.0871758460998535,1.6171660423278809,0.0035072891041636,0.8754798769950867,
717,2020-11-01,Majadillas,4.0,Eutrophic,3.154921293258667,0.8685615062713623,0.8685615062713623,0.0035072891041636,0.0035072891041636,
718,2020-11-01,Majadillas,5.0,Eutrophic,3.154921293258667,0.7517967224121094,0.7517967224121094,0.0,0.0,
719,2020-11-01,Majadillas,6.0,Eutrophic,3.154921293258667,0.5676688551902771,0.5676688551902771,0.0,0.0,
720,2020-11-01,Majadillas,7.0,Eutrophic,3.154921293258667,0.417237251996994,0.417237251996994,0.0,0.0,
721,2020-11-01,Majadillas,8.0,Eutrophic,3.154921293258667,0.4673598110675812,0.4673598110675812,0.0,0.0,
722,2020-11-01,Majadillas,9.0,Eutrophic,3.154921293258667,0.4007827341556549,0.4007827341556549,0.0,0.0,
723,2020-11-01,Majadillas,10.0,Eutrophic,3.154921293258667,0.5009902715682983,0.5009902715682983,0.0,0.0,
724,2020-11-01,Majadillas,11.0,Eutrophic,3.154921293258667,0.4356681108474731,0.4356681108474731,0.0,0.0,
725,2020-11-01,Majadillas,12.0,Eutrophic,4.530933856964111,0.5348861813545227,0.5348861813545227,0.0,0.0,
726,2020-11-01,Majadillas,13.0,Eutrophic,4.530933856964111,0.4881890118122101,0.4881890118122101,0.0,0.0,
727,2020-11-01,Majadillas,14.0,Eutrophic,4.530933856964111,0.5812260508537292,0.5812260508537292,0.0,0.0,
728,2020-11-01,Majadillas,15.0,Eutrophic,4.530933856964111,0.5359451770782471,0.5359451770782471,0.0,0.0,
729,2020-11-01,Majadillas,16.0,Eutrophic,4.565252304077148,0.6165850162506104,0.6165850162506104,0.0,0.0,
730,2020-11-01,Majadillas,17.0,Eutrophic,4.565252304077148,0.5485060811042786,0.5485060811042786,0.0,0.0,
731,2020-11-01,Majadillas,18.0,Eutrophic,4.565252304077148,0.6023580431938171,0.6023580431938171,0.0,0.0,
732,2020-11-01,Majadillas,19.0,Eutrophic,4.565252304077148,0.5407487154006958,0.5407487154006958,0.0,0.0,
733,2020-11-01,Majadillas,20.0,Eutrophic,4.565252304077148,0.5843870043754578,0.5843870043754578,0.0,0.0,
734,2020-11-01,Majarrobledo,,Mesotrophic,,,,,,0.4
735,2020-11-01,Membrio,,Hypertrophic,,,,,,19.53
736,2020-11-01,Navarredonda,,Hypertrophic,,,,,,101.63
737,2020-11-01,Navas del Madronno,,Hypertrophic,,,,,,31.19
738,2020-11-01,Navas del Madronno,1.0,Hypertrophic,29.48228454589844,29.48228454589844,,29.48228454589844,,
739,2020-11-01,Navas del Madronno,2.0,Hypertrophic,40.29582214355469,34.17527389526367,34.17527389526367,29.48228454589844,29.48228454589844,
740,2020-11-01,Navas del Madronno,3.0,Hypertrophic,40.29582214355469,27.540008544921875,30.27076911926269,17.825891494750977,21.582210540771484,
741,2020-11-01,Navas del Madronno,4.0,Hypertrophic,46.46365737915039,26.91513442993164,30.752422332763672,0.0227792225778102,17.825891494750977,
742,2020-11-01,Navas del Madronno,5.0,Hypertrophic,46.46365737915039,25.56890869140625,29.52092933654785,0.0227792225778102,17.825891494750977,
743,2020-11-01,Navas del Madronno,6.0,Hypertrophic,46.46365737915039,22.441511154174805,29.657228469848636,0.0,7.460937023162842,
744,2020-11-01,Navas del Madronno,7.0,Hypertrophic,46.46365737915039,21.887359619140625,27.1248836517334,0.0,8.0658597946167,
745,2020-11-01,Navas del Madronno,8.0,Hypertrophic,50.32402801513672,19.92731666564941,27.118162155151367,0.0,6.816721439361572,
746,2020-11-01,Navas del Madronno,9.0,Hypertrophic,50.32402801513672,20.649633407592773,26.122278213500977,0.0,6.816721439361572,
747,2020-11-01,Navas del Madronno,10.0,Hypertrophic,50.32402801513672,17.58881187438965,25.840652465820312,0.0,6.816721439361572,
748,2020-11-01,Navas del Madronno,11.0,Hypertrophic,52.71086883544922,18.47391700744629,25.0969352722168,0.0,5.661184310913086,
749,2020-11-01,Navas del Madronno,12.0,Hypertrophic,52.71086883544922,16.792804718017578,25.43542861938477,0.0,5.661184310913086,
750,2020-11-01,Navas del Madronno,13.0,Hypertrophic,52.71086883544922,17.673839569091797,24.87567138671875,0.0,3.998048782348633,
751,2020-11-01,Navas del Madronno,14.0,Hypertrophic,52.71086883544922,15.696362495422363,24.596155166625977,0.0,1.098271369934082,
752,2020-11-01,Navas del Madronno,15.0,Hypertrophic,52.71086883544922,16.531293869018555,24.29068946838379,0.0,3.998048782348633,
753,2020-11-01,Navas del Madronno,16.0,Hypertrophic,52.71086883544922,14.710291862487791,23.979684829711918,0.0,0.3697355985641479,
754,2020-11-01,Navas del Madronno,17.0,Hypertrophic,52.71086883544922,15.827048301696776,24.57431411743164,0.0,3.998048782348633,
755,2020-11-01,Navas del Madronno,18.0,Hypertrophic,52.71086883544922,14.117386817932127,14.117386817932127,0.0,0.0,
756,2020-11-01,Navas del Madronno,19.0,Hypertrophic,52.71086883544922,15.236729621887209,24.77015495300293,0.0,0.7029303312301636,
757,2020-11-01,Navas del Madronno,20.0,Hypertrophic,52.71086883544922,13.751148223876951,13.751148223876951,0.0,0.0,
758,2020-11-01,Nogales,,Hypertrophic,,,,,,37.27
759,2020-11-01,Nogales,1.0,Hypertrophic,0.0,0.0,,0.0,,
760,2020-11-01,Nogales,2.0,Hypertrophic,0.0,0.0,,0.0,,
761,2020-11-01,Nogales,3.0,Hypertrophic,0.0,0.0,,0.0,,
762,2020-11-01,Nogales,4.0,Hypertrophic,0.0,0.0,,0.0,,
763,2020-11-01,Nogales,5.0,Hypertrophic,0.0,0.0,,0.0,,
764,2020-11-01,Nogales,6.0,Hypertrophic,0.0,0.0,,0.0,,
765,2020-11-01,Nogales,7.0,Hypertrophic,0.0,0.0,,0.0,,
766,2020-11-01,Nogales,8.0,Hypertrophic,0.0,0.0,,0.0,,
767,2020-11-01,Nogales,9.0,Hypertrophic,0.0,0.0,,0.0,,
768,2020-11-01,Nogales,10.0,Hypertrophic,0.0,0.0,,0.0,,
769,2020-11-01,Nogales,11.0,Hypertrophic,0.0,0.0,,0.0,,
770,2020-11-01,Nogales,12.0,Hypertrophic,0.0,0.0,,0.0,,
771,2020-11-01,Nogales,13.0,Hypertrophic,0.0,0.0,,0.0,,
772,2020-11-01,Nogales,14.0,Hypertrophic,0.0,0.0,,0.0,,
773,2020-11-01,Nogales,15.0,Hypertrophic,0.0,0.0,,0.0,,
774,2020-11-01,Nogales,16.0,Hypertrophic,0.0,0.0,,0.0,,
775,2020-11-01,Nogales,17.0,Hypertrophic,0.0,0.0,,0.0,,
776,2020-11-01,Nogales,18.0,Hypertrophic,0.0,0.0,,0.0,,
777,2020-11-01,Nogales,19.0,Hypertrophic,0.0,0.0,,0.0,,
778,2020-11-01,Nogales,20.0,Hypertrophic,0.0,0.0,,0.0,,
779,2020-11-01,Palomero,,Eutrophic,,,,,,2.35
780,2020-11-01,Palomero,1.0,Eutrophic,3.428905725479126,3.428905725479126,,3.428905725479126,,
781,2020-11-01,Palomero,2.0,Eutrophic,3.998667001724243,3.680669069290161,3.764590263366699,3.428905725479126,3.6003804206848145,
782,2020-11-01,Palomero,3.0,Eutrophic,3.998667001724243,3.002798557281494,3.5804035663604736,1.6616750955581665,3.363567590713501,
783,2020-11-01,Palomero,4.0,Eutrophic,3.998667001724243,2.829533815383911,3.2969367504119877,1.6149396896362305,2.281078100204468,
784,2020-11-01,Palomero,5.0,Eutrophic,3.998667001724243,2.2297632694244385,2.908704996109009,0.0026287578511983,1.6149396896362305,
785,2020-11-01,Palomero,6.0,Eutrophic,3.998667001724243,2.3729231357574463,2.9285542964935303,0.0026287578511983,1.4780409336090088,
786,2020-11-01,Palomero,7.0,Eutrophic,3.998667001724243,1.916497826576233,2.90162992477417,0.0008685428183525,1.4780409336090088,
787,2020-11-01,Palomero,8.0,Eutrophic,4.160989284515381,2.07758903503418,2.9312751293182373,0.0003330178151372,0.6077194809913635,
788,2020-11-01,Palomero,9.0,Eutrophic,4.160989284515381,1.817316174507141,2.8217477798461914,0.0,0.2628962695598602,
789,2020-11-01,Palomero,10.0,Eutrophic,4.160989284515381,1.6758242845535278,2.6532652378082275,0.0,0.1883343756198883,
790,2020-11-01,Palomero,11.0,Eutrophic,4.160989284515381,1.482447624206543,1.482447624206543,0.0,0.0,
791,2020-11-01,Palomero,12.0,Eutrophic,4.160989284515381,1.407439351081848,1.407439351081848,0.0,0.0,
792,2020-11-01,Palomero,13.0,Eutrophic,4.160989284515381,1.2818639278411863,1.2818639278411863,0.0,0.0,
793,2020-11-01,Palomero,14.0,Eutrophic,4.160989284515381,1.1823406219482422,1.1823406219482422,0.0,0.0,
794,2020-11-01,Palomero,15.0,Eutrophic,4.160989284515381,1.1126950979232788,1.1126950979232788,0.0,0.0,
795,2020-11-01,Palomero,16.0,Eutrophic,4.160989284515381,1.0115323066711426,1.0115323066711426,0.0,0.0,
796,2020-11-01,Palomero,17.0,Eutrophic,4.160989284515381,0.973536729812622,0.973536729812622,0.0,0.0,
797,2020-11-01,Palomero,18.0,Eutrophic,4.160989284515381,0.9133266806602478,0.9133266806602478,0.0,0.0,
798,2020-11-01,Palomero,19.0,Eutrophic,4.160989284515381,0.8320524096488953,0.8320524096488953,0.0,0.0,
799,2020-11-01,Palomero,20.0,Eutrophic,4.160989284515381,0.7754808664321899,0.7754808664321899,0.0,0.0,
800,2020-11-01,Pretura del Molino,,Mesotrophic,,,,,,5.58
801,2020-11-01,Pretura del Molino,1.0,Mesotrophic,1.5189225673675537,1.5189225673675537,,1.5189225673675537,,
802,2020-11-01,Pretura del Molino,2.0,Mesotrophic,2.5082383155822754,2.0829923152923584,2.2710154056549072,1.5189225673675537,2.086698532104492,
803,2020-11-01,Pretura del Molino,3.0,Mesotrophic,2.5082383155822754,1.6550716161727903,1.8748092651367188,0.7555971145629883,1.2487201690673828,
804,2020-11-01,Pretura del Molino,4.0,Mesotrophic,5.770199298858643,1.8494704961776731,2.461411476135254,0.0,0.7555971145629883,
805,2020-11-01,Pretura del Molino,5.0,Mesotrophic,5.770199298858643,1.37074875831604,1.37074875831604,0.0,0.0,
806,2020-11-01,Pretura del Molino,6.0,Mesotrophic,5.770199298858643,0.953300714492798,0.953300714492798,0.0,0.0,
807,2020-11-01,Pretura del Molino,7.0,Mesotrophic,5.770199298858643,0.806946337223053,0.806946337223053,0.0,0.0,
808,2020-11-01,Pretura del Molino,8.0,Mesotrophic,5.770199298858643,0.6183941960334778,0.6183941960334778,0.0,0.0,
809,2020-11-01,Pretura del Molino,9.0,Mesotrophic,5.770199298858643,0.5741366147994995,0.5741366147994995,0.0,0.0,
810,2020-11-01,Pretura del Molino,10.0,Mesotrophic,5.770199298858643,0.4655532538890838,0.4655532538890838,0.0,0.0,
811,2020-11-01,Pretura del Molino,11.0,Mesotrophic,5.824299335479736,0.4955849051475525,0.4955849051475525,0.0,0.0,
812,2020-11-01,Pretura del Molino,12.0,Mesotrophic,5.824299335479736,0.4233997464179992,0.4233997464179992,0.0,0.0,
813,2020-11-01,Pretura del Molino,13.0,Mesotrophic,5.824299335479736,0.4161416590213775,0.4161416590213775,0.0,0.0,
814,2020-11-01,Pretura del Molino,14.0,Mesotrophic,5.824299335479736,0.3590936064720154,0.3590936064720154,0.0,0.0,
815,2020-11-01,Pretura del Molino,15.0,Mesotrophic,5.824299335479736,0.3595431745052337,0.3595431745052337,0.0,0.0,
816,2020-11-01,Pretura del Molino,16.0,Mesotrophic,5.824299335479736,0.3165703415870666,0.3165703415870666,0.0,0.0,
817,2020-11-01,Pretura del Molino,17.0,Mesotrophic,5.824299335479736,0.3200913369655609,0.3200913369655609,0.0,0.0,
818,2020-11-01,Pretura del Molino,18.0,Mesotrophic,5.824299335479736,0.285833477973938,0.285833477973938,0.0,0.0,
819,2020-11-01,Pretura del Molino,19.0,Mesotrophic,5.824299335479736,0.2889204025268554,0.2889204025268554,0.0,0.0,
820,2020-11-01,Pretura del Molino,20.0,Mesotrophic,5.824299335479736,0.260926753282547,0.260926753282547,0.0,0.0,
821,2020-11-01,Ribera del Castanno,,Eutrophic,,,,,,10.51
822,2020-11-01,Rubiales,,Hypertrophic,,,,,,74.74
823,2020-11-01,San Marcos,,Eutrophic,,,,,,6.3
824,2020-11-01,Santa Lucia,,Eutrophic,,,,,,4.22
825,2020-11-01,Santa Lucia,1.0,Eutrophic,0.3330523073673248,0.3330523073673248,,0.3330523073673248,,
826,2020-11-01,Santa Lucia,2.0,Eutrophic,0.7821442484855652,0.359451949596405,0.4563504159450531,0.068756528198719,0.2538547217845917,
827,2020-11-01,Santa Lucia,3.0,Eutrophic,0.7821442484855652,0.2608486711978912,0.2608486711978912,0.0563453324139118,0.0563453324139118,
828,2020-11-01,Santa Lucia,4.0,Eutrophic,5.462961196899414,0.5573641657829285,0.5573641657829285,0.0563453324139118,0.0563453324139118,
829,2020-11-01,Santa Lucia,5.0,Eutrophic,5.462961196899414,0.4123780429363251,0.4123780429363251,0.0550553686916828,0.0550553686916828,
830,2020-11-01,Santa Lucia,6.0,Eutrophic,7.882704257965088,0.9098260402679444,0.9098260402679444,0.041243452578783,0.041243452578783,
831,2020-11-01,Santa Lucia,7.0,Eutrophic,7.882704257965088,0.7339749932289124,0.7339749932289124,0.041243452578783,0.041243452578783,
832,2020-11-01,Santa Lucia,8.0,Eutrophic,7.882704257965088,0.8725804686546326,0.8725804686546326,0.0062987259589135,0.0062987259589135,
833,2020-11-01,Santa Lucia,9.0,Eutrophic,7.882704257965088,0.7211565375328064,0.7211565375328064,0.0019217332592234,0.0019217332592234,
834,2020-11-01,Santa Lucia,10.0,Eutrophic,7.882704257965088,0.8184519410133362,0.8184519410133362,0.0,0.0,
835,2020-11-01,Santa Lucia,11.0,Eutrophic,7.882704257965088,0.7160865068435669,0.7160865068435669,0.0,0.0,
836,2020-11-01,Santa Lucia,12.0,Eutrophic,7.882704257965088,0.6847765445709229,0.6847765445709229,0.0,0.0,
837,2020-11-01,Santa Lucia,13.0,Eutrophic,7.882704257965088,0.6094737648963928,0.6094737648963928,0.0,0.0,
838,2020-11-01,Santa Lucia,14.0,Eutrophic,7.882704257965088,0.5553743839263916,0.5553743839263916,0.0,0.0,
839,2020-11-01,Santa Lucia,15.0,Eutrophic,7.882704257965088,0.5017929673194885,0.5017929673194885,0.0,0.0,
840,2020-11-01,Santa Lucia,16.0,Eutrophic,7.882704257965088,0.4528697729110718,0.4528697729110718,0.0,0.0,
841,2020-11-01,Santa Lucia,17.0,Eutrophic,7.882704257965088,0.4157207012176513,0.4157207012176513,0.0,0.0,
842,2020-11-01,Santa Lucia,18.0,Eutrophic,7.882704257965088,0.3709790706634521,0.3709790706634521,0.0,0.0,
843,2020-11-01,Santa Lucia,19.0,Eutrophic,7.882704257965088,0.3482501208782196,0.3482501208782196,0.0,0.0,
844,2020-11-01,Santa Lucia,20.0,Eutrophic,7.882704257965088,0.3143540024757385,0.3143540024757385,0.0,0.0,
845,2020-11-01,Talavan,,Hypertrophic,,,,,,11.67
846,2020-11-01,Tres Torres,,Hypertrophic,,,,,,49.46
847,2020-11-01,la Pesga,,Eutrophic,,,,,,6.24
848,2021-06-01,Acebo,,Mesotrophic,,,,,,
849,2021-06-01,Aguijon,,Hypertrophic,,,,,,47.07
850,2021-06-01,Alcuescar,,Hypertrophic,,,,,,26.89
851,2021-06-01,Alcuescar,1.0,Hypertrophic,0.0373692139983177,0.0373692139983177,,0.0373692139983177,,
852,2021-06-01,Alcuescar,2.0,Hypertrophic,2.648247241973877,1.1220381259918213,1.1220381259918213,0.0125567549839615,0.0125567549839615,
853,2021-06-01,Alcuescar,3.0,Hypertrophic,6.511744022369385,2.141151428222656,3.199535369873047,0.0125567549839615,1.376644492149353,
854,2021-06-01,Alcuescar,4.0,Hypertrophic,7.212808132171631,2.6995081901550293,3.591442346572876,0.0125567549839615,0.5286343097686768,
855,2021-06-01,Alcuescar,5.0,Hypertrophic,17.167545318603516,3.2936697006225586,3.2936697006225586,0.0125567549839615,0.0125567549839615,
856,2021-06-01,Alcuescar,6.0,Hypertrophic,17.167545318603516,3.1725215911865234,3.1725215911865234,0.0,0.0,
857,2021-06-01,Alcuescar,7.0,Hypertrophic,17.167545318603516,3.4447832107543945,4.679831504821777,0.0,0.5286343097686768,
858,2021-06-01,Alcuescar,8.0,Hypertrophic,17.167545318603516,3.216034412384033,4.56835412979126,0.0,0.0878972560167312,
859,2021-06-01,Alcuescar,9.0,Hypertrophic,17.167545318603516,3.2626564502716064,4.712531566619873,0.0,0.4389845132827759,
860,2021-06-01,Alcuescar,10.0,Hypertrophic,17.167545318603516,2.956601142883301,2.956601142883301,0.0,0.0,
861,2021-06-01,Alcuescar,11.0,Hypertrophic,17.167545318603516,3.121950626373291,3.121950626373291,0.0,0.0,
862,2021-06-01,Alcuescar,12.0,Hypertrophic,17.167545318603516,2.8418705463409424,2.8418705463409424,0.0,0.0,
863,2021-06-01,Alcuescar,13.0,Hypertrophic,17.167545318603516,2.788832426071167,2.788832426071167,0.0,0.0,
