,Embalse,Tipo,Año,Estación,Concentración
610,Navarredonda,C2X,2021,v,94.47490692138672
611,Navarredonda,C2XC,2021,v,1387.6705322265625
612,Navas del Madronno,C2RCC,2020,o,12.450044631958008
613,Navas del Madronno,C2X,2020,o,13.984566688537598
614,Navas del Madronno,C2XC,2020,o,13.984566688537598
615,Navas del Madronno,C2RCC,2021,v,3.8610646724700928
616,Navas del Madronno,C2X,2021,v,1.8849167823791504
617,Navas del Madronno,C2XC,2021,v,4.392266750335693
618,Navas del Madronno,C2RCC,2022,v,2.4249629974365234
619,Navas del Madronno,C2X,2022,v,19.27033233642578
620,Navas del Madronno,C2XC,2022,v,99.03728485107422
621,Nogales,C2RCC,2020,o,0.0
622,Nogales,C2X,2020,o,0.0
623,Nogales,C2XC,2020,o,0.0
624,Nogales,C2RCC,2021,o,9.541558265686035
625,Nogales,C2X,2021,o,11.331196784973145
626,Nogales,C2XC,2021,o,80.52052307128906
627,Nogales,C2RCC,2022,o,6.578283309936523
628,Nogales,C2X,2022,o,58.5711784362793
629,Nogales,C2XC,2022,o,172.2703857421875
630,Nogales,C2RCC,2022,v,12.1728515625
631,Nogales,C2X,2022,v,232.08319091796875
632,Nogales,C2XC,2022,v,232.08319091796875
633,Palomero,C2RCC,2020,o,0.8695403933525085
634,Palomero,C2X,2020,o,1.145886778831482
635,Palomero,C2XC,2020,o,4.565487384796143
636,Palomero,C2RCC,2021,o,2.2509007453918457
637,Palomero,C2X,2021,o,13.808635711669922
638,Palomero,C2XC,2021,o,43.573707580566406
639,Pretura del Molino,C2RCC,2020,o,0.41308873891830444
640,Pretura del Molino,C2X,2020,o,0.5020655989646912
641,Pretura del Molino,C2XC,2020,o,4.696795463562012
642,Pretura del Molino,C2RCC,2021,o,0.281311959028244
643,Pretura del Molino,C2X,2021,o,3.047886371612549
644,Pretura del Molino,C2XC,2021,o,24.13399887084961
645,Pretura del Molino,C2RCC,2022,o,1.056398630142212
646,Pretura del Molino,C2X,2022,o,2.347471237182617
647,Pretura del Molino,C2XC,2022,o,28.38449478149414
648,Ribera del Castanno,C2RCC,2021,o,0.23666715621948242
649,Ribera del Castanno,C2X,2021,o,6.18344783782959
650,Ribera del Castanno,C2XC,2021,o,73.1826171875
651,Rubiales,C2RCC,2021,o,2.8061461448669434
652,Rubiales,C2X,2021,o,209.68325805664062
653,Rubiales,C2XC,2021,o,572.8150634765625
654,Rubiales,C2RCC,2022,o,13.477763175964355
655,Rubiales,C2X,2022,o,237.9835205078125
656,Rubiales,C2XC,2022,o,1277.1690673828125
657,Rubiales,C2RCC,2022,v,2.4483046531677246
658,Rubiales,C2X,2022,v,48.417564392089844
659,Rubiales,C2XC,2022,v,269.1075744628906
660,San Marcos,C2RCC,2020,o,4.625505447387695
661,San Marcos,C2X,2020,o,1.3395323753356934
662,San Marcos,C2XC,2020,o,3.1437129974365234
663,San Marcos,C2RCC,2021,o,0.0
664,San Marcos,C2X,2021,o,0.0
665,San Marcos,C2XC,2021,o,0.0
666,San Marcos,C2RCC,2021,v,0.0
667,San Marcos,C2X,2021,v,0.0
668,San Marcos,C2XC,2021,v,0.0
669,San Marcos,C2RCC,2022,o,0.0
670,San Marcos,C2X,2022,o,0.0
671,San Marcos,C2XC,2022,o,0.0
672,San Marcos,C2RCC,2022,v,0.0
673,San Marcos,C2X,2022,v,0.0
674,San Marcos,C2XC,2022,v,0.0
675,Santa Lucia,C2RCC,2020,o,1.129823923110962
676,Santa Lucia,C2X,2020,o,1.1439987421035767
677,Santa Lucia,C2XC,2020,o,9.858283996582031
678,Santa Lucia,C2RCC,2021,o,1.4964168071746826
679,Santa Lucia,C2X,2021,o,3.1088356971740723
680,Santa Lucia,C2XC,2021,o,14.737058639526367
681,Talavan,C2RCC,2017,o,1.591683268547058
682,Talavan,C2X,2017,o,8.478178024291992
683,Talavan,C2XC,2017,o,26.811649322509766
684,Talavan,C2RCC,2017,v,3.7281007766723633
685,Talavan,C2X,2017,v,4.795352458953857
686,Talavan,C2XC,2017,v,8.295634269714355
687,Talavan,C2RCC,2018,o,13.943220138549805
688,Talavan,C2X,2018,o,16.687328338623047
689,Talavan,C2XC,2018,o,89.06181335449219
690,Talavan,C2RCC,2018,v,2.561530113220215
691,Talavan,C2X,2018,v,5.666335582733154
692,Talavan,C2XC,2018,v,18.543136596679688
693,Talavan,C2RCC,2019,o,0.7026493549346924
694,Talavan,C2X,2019,o,15.832703590393066
695,Talavan,C2XC,2019,o,18.01515007019043
696,Talavan,C2RCC,2019,v,0.6268237233161926
697,Talavan,C2X,2019,v,3.364082098007202
698,Talavan,C2XC,2019,v,10.066896438598633
699,Talavan,C2RCC,2021,o,13.224784851074219
700,Talavan,C2X,2021,o,12.857309341430664
701,Talavan,C2XC,2021,o,30.97084617614746
702,Talavan,C2RCC,2021,v,2.1815249919891357
703,Talavan,C2X,2021,v,18.1099853515625
704,Talavan,C2XC,2021,v,40.167091369628906
705,Talavan,C2RCC,2022,o,19.377872467041016
706,Talavan,C2X,2022,o,34.29741668701172
707,Talavan,C2XC,2022,o,72.87107849121094
708,Talavan,C2RCC,2022,v,16.865327835083008
709,Talavan,C2X,2022,v,58.140159606933594
710,Talavan,C2XC,2022,v,191.32406616210938
