,fecha,Embalse,Buffer,Estado,Cmax,Cmean,Cmean2,Cmin,Cmin2,Medicion,epsilon_Cmax,epsilon_Cmean2,epsilon_Cmean,epsilon_Cmin,epsilon_Cmin2
41,2017-06-01,Jaime Ozores,5.0,Hypertrophic,22.878570556640625,15.344659805297852,17.899343490600586,2.3966031074523926,13.292939186096191,18.0,0.2710316975911458,-0.005592028299967448,-0.14751889970567492,-0.8668553829193115,-0.2615033785502116
42,2017-06-01,Jaime Ozores,6.0,Hypertrophic,22.878570556640625,15.14583969116211,17.532718658447266,2.3966031074523926,10.022430419921875,18.0,0.2710316975911458,-0.025960074530707464,-0.15856446160210502,-0.8668553829193115,-0.4431983100043403
43,2017-06-01,Jaime Ozores,7.0,Hypertrophic,22.878570556640625,13.23560905456543,16.832237243652344,0.0,6.10862398147583,18.0,0.2710316975911458,-0.0648757086859809,-0.2646883858574761,-1.0,-0.6606320010291206
44,2017-06-01,Jaime Ozores,8.0,Hypertrophic,24.721939086914062,13.295924186706543,16.555038452148438,0.0,5.877014636993408,18.0,0.37344106038411456,-0.08027564154730903,-0.2613375451829698,-1.0,-0.6734991868336996
45,2017-06-01,Jaime Ozores,9.0,Hypertrophic,24.721939086914062,12.804093360900879,16.30866050720215,0.0,5.469130992889404,18.0,0.37344106038411456,-0.0939633051554362,-0.28866147994995117,-1.0,-0.696159389283922
46,2017-06-01,Jaime Ozores,10.0,Hypertrophic,25.03264808654785,11.972428321838379,15.85594367980957,0.0,4.348249435424805,18.0,0.39070267147488064,-0.11911424001057942,-0.33486509323120117,-1.0,-0.7584305869208442
47,2017-06-01,Jaime Ozores,11.0,Hypertrophic,25.03264808654785,11.365802764892578,15.933419227600098,0.0,3.0636537075042725,18.0,0.39070267147488064,-0.11481004291110569,-0.36856651306152344,-1.0,-0.8297970162497627
48,2017-06-01,Jaime Ozores,12.0,Hypertrophic,25.03264808654785,10.981512069702148,15.807160377502441,0.0,1.9765106439590454,18.0,0.39070267147488064,-0.1218244234720866,-0.3899159961276584,-1.0,-0.8901938531133864
49,2017-06-01,Jaime Ozores,13.0,Hypertrophic,25.03264808654785,10.824053764343262,16.181245803833008,0.0,1.9765106439590454,18.0,0.39070267147488064,-0.10104189978705512,-0.3986636797587077,-1.0,-0.8901938531133864
50,2017-06-01,Jaime Ozores,14.0,Hypertrophic,25.03264808654785,10.299773216247559,16.400148391723633,0.0,1.9765106439590454,18.0,0.39070267147488064,-0.08888064490424262,-0.42779037687513566,-1.0,-0.8901938531133864
51,2017-06-01,Jaime Ozores,15.0,Hypertrophic,25.03264808654785,10.027532577514648,16.34330177307129,0.0,0.7182528376579285,18.0,0.39070267147488064,-0.09203879038492839,-0.44291485680474174,-1.0,-0.9600970645745596
52,2017-06-01,Jaime Ozores,16.0,Hypertrophic,25.03264808654785,9.646354675292969,9.646354675292969,0.0,0.0,18.0,0.39070267147488064,-0.4640914069281684,-0.4640914069281684,-1.0,-1.0
53,2017-06-01,Jaime Ozores,17.0,Hypertrophic,25.03264808654785,8.953548431396484,8.953548431396484,0.0,0.0,18.0,0.39070267147488064,-0.5025806427001953,-0.5025806427001953,-1.0,-1.0
54,2017-06-01,Jaime Ozores,18.0,Hypertrophic,25.03264808654785,8.659149169921875,8.659149169921875,0.0,0.0,18.0,0.39070267147488064,-0.5189361572265625,-0.5189361572265625,-1.0,-1.0
55,2017-06-01,Jaime Ozores,19.0,Hypertrophic,25.03264808654785,8.156211853027344,8.156211853027344,0.0,0.0,18.0,0.39070267147488064,-0.5468771192762587,-0.5468771192762587,-1.0,-1.0
56,2017-06-01,Jaime Ozores,20.0,Hypertrophic,25.03264808654785,7.770822525024414,7.770822525024414,0.0,0.0,18.0,0.39070267147488064,-0.5682876374986436,-0.5682876374986436,-1.0,-1.0
74,2017-06-01,Talavan,1.0,Hypertrophic,5.717299938201904,5.717299938201904,,5.717299938201904,,10.8,-0.4706203760924163,,-0.4706203760924163,-0.4706203760924163,
75,2017-06-01,Talavan,2.0,Hypertrophic,6.708948612213135,5.756268501281738,5.756268501281738,5.2702531814575195,5.2702531814575195,10.8,-0.3788010544247098,-0.46701217580724647,-0.46701217580724647,-0.512013594309489,-0.512013594309489
76,2017-06-01,Talavan,3.0,Hypertrophic,8.841683387756348,6.527888774871826,6.770983695983887,4.5831298828125,5.2702531814575195,10.8,-0.1813256122447827,-0.3730570651866772,-0.3955658541785346,-0.5756361219618056,-0.512013594309489
77,2017-06-01,Talavan,4.0,Hypertrophic,14.578346252441406,7.797370433807373,8.262639045715332,4.497845649719238,5.2702531814575195,10.8,0.34984687522605606,-0.23494082910043226,-0.278021256128947,-0.5835328102111816,-0.512013594309489
78,2017-06-01,Talavan,5.0,Hypertrophic,14.817668914794922,7.731266975402832,8.008727073669434,4.497845649719238,4.831669330596924,10.8,0.3720063809995297,-0.2584511968824599,-0.28414194672196,-0.5835328102111816,-0.5526232101299144
79,2017-06-01,Talavan,6.0,Hypertrophic,14.817668914794922,6.107754230499268,7.329305171966553,0.0,3.686781883239746,10.8,0.3720063809995297,-0.32136063222531924,-0.4344672008796975,-1.0,-0.6586313071074309
80,2017-06-01,Talavan,7.0,Hypertrophic,14.817668914794922,6.398678302764893,7.46512508392334,0.0,3.686781883239746,10.8,0.3720063809995297,-0.30878471445154265,-0.4075297867810285,-1.0,-0.6586313071074309
81,2017-06-01,Talavan,8.0,Hypertrophic,14.817668914794922,5.356626510620117,7.294128894805908,0.0,3.686781883239746,10.8,0.3720063809995297,-0.3246176949253789,-0.5040160638314707,-1.0,-0.6586313071074309
82,2017-06-01,Talavan,9.0,Hypertrophic,14.996235847473145,5.598155498504639,7.313719749450684,0.0,3.686781883239746,10.8,0.3885403562475133,-0.3228037269027145,-0.4816522686569779,-1.0,-0.6586313071074309
83,2017-06-01,Talavan,10.0,Hypertrophic,14.996235847473145,4.804813385009766,7.065902233123779,0.0,3.459015130996704,10.8,0.3885403562475133,-0.34574979322927973,-0.555109871758355,-1.0,-0.6797208212040089
84,2017-06-01,Talavan,11.0,Hypertrophic,14.996235847473145,4.860259532928467,6.759671688079834,0.0,3.0310981273651123,10.8,0.3885403562475133,-0.3741044733259413,-0.5499759691732902,-1.0,-0.7193427659847118
85,2017-06-01,Talavan,12.0,Hypertrophic,14.996235847473145,4.422891139984131,6.775491714477539,0.0,3.0310981273651123,10.8,0.3885403562475133,-0.3726396560668946,-0.590473042594062,-1.0,-0.7193427659847118
86,2017-06-01,Talavan,13.0,Hypertrophic,14.996235847473145,4.439781188964844,6.524547100067139,0.0,2.228632926940918,10.8,0.3885403562475133,-0.39587526851230204,-0.5889091491699219,-1.0,-0.7936450993573224
87,2017-06-01,Talavan,14.0,Hypertrophic,14.996235847473145,4.087291717529297,6.513082027435303,0.0,2.228632926940918,10.8,0.3885403562475133,-0.3969368493115461,-0.6215470631917318,-1.0,-0.7936450993573224
88,2017-06-01,Talavan,15.0,Hypertrophic,14.996235847473145,3.8066930770874023,6.297837734222412,0.0,2.228632926940918,10.8,0.3885403562475133,-0.4168668764608878,-0.6475284187882036,-1.0,-0.7936450993573224
89,2017-06-01,Talavan,16.0,Hypertrophic,14.996235847473145,3.560948371887207,3.560948371887207,0.0,0.0,10.8,0.3885403562475133,-0.670282558158592,-0.670282558158592,-1.0,-1.0
90,2017-06-01,Talavan,17.0,Hypertrophic,14.996235847473145,3.4131174087524414,3.4131174087524414,0.0,0.0,10.8,0.3885403562475133,-0.6839706103006999,-0.6839706103006999,-1.0,-1.0
91,2017-06-01,Talavan,18.0,Hypertrophic,14.996235847473145,3.216714382171631,3.216714382171631,0.0,0.0,10.8,0.3885403562475133,-0.7021560757248491,-0.7021560757248491,-1.0,-1.0
92,2017-06-01,Talavan,19.0,Hypertrophic,14.996235847473145,3.0943593978881836,3.0943593978881836,0.0,0.0,10.8,0.3885403562475133,-0.7134852409362793,-0.7134852409362793,-1.0,-1.0
93,2017-06-01,Talavan,20.0,Hypertrophic,14.996235847473145,2.9634058475494385,2.9634058475494385,0.0,0.0,10.8,0.3885403562475133,-0.7256105696713483,-0.7256105696713483,-1.0,-1.0
113,2017-11-01,Jaime Ozores,1.0,Hypertrophic,1.2610421180725098,1.2610421180725098,,1.2610421180725098,,74.0,-0.9829588902963174,,-0.9829588902963174,-0.9829588902963174,
114,2017-11-01,Jaime Ozores,2.0,Hypertrophic,58.34962463378906,17.309587478637695,17.309587478637695,1.2610421180725098,1.2610421180725098,74.0,-0.2114915590028505,-0.7660866556940852,-0.7660866556940852,-0.9829588902963174,-0.9829588902963174
115,2017-11-01,Jaime Ozores,3.0,Hypertrophic,66.59103393554688,15.773919105529785,15.773919105529785,0.6399883031845093,0.6399883031845093,74.0,-0.10012116303315034,-0.7868389310063543,-0.7868389310063543,-0.9913515094164256,-0.9913515094164256
116,2017-11-01,Jaime Ozores,4.0,Hypertrophic,67.76564025878906,19.846885681152344,19.846885681152344,0.6399883031845093,0.6399883031845093,74.0,-0.08424810461095862,-0.73179884214659,-0.73179884214659,-0.9913515094164256,-0.9913515094164256
117,2017-11-01,Jaime Ozores,5.0,Hypertrophic,77.5376205444336,18.6776180267334,18.6776180267334,0.05835467949509621,0.05835467949509621,74.0,0.047805683032886404,-0.7475997563954946,-0.7475997563954946,-0.9992114232500663,-0.9992114232500663
118,2017-11-01,Jaime Ozores,6.0,Hypertrophic,77.5376205444336,13.436684608459473,13.436684608459473,0.013987444341182709,0.013987444341182709,74.0,0.047805683032886404,-0.8184231809667639,-0.8184231809667639,-0.9998109804818759,-0.9998109804818759
119,2017-11-01,Jaime Ozores,7.0,Hypertrophic,77.5376205444336,14.502389907836914,14.502389907836914,0.0,0.0,74.0,0.047805683032886404,-0.8040217580022039,-0.8040217580022039,-1.0,-1.0
120,2017-11-01,Jaime Ozores,8.0,Hypertrophic,91.04463195800781,18.286624908447266,18.286624908447266,0.0,0.0,74.0,0.23033286429740288,-0.752883447183145,-0.752883447183145,-1.0,-1.0
121,2017-11-01,Jaime Ozores,9.0,Hypertrophic,98.39067077636719,18.688594818115234,18.688594818115234,0.0,0.0,74.0,0.32960365914009715,-0.7474514213768212,-0.7474514213768212,-1.0,-1.0
122,2017-11-01,Jaime Ozores,10.0,Hypertrophic,98.39067077636719,17.532438278198242,17.532438278198242,0.0,0.0,74.0,0.32960365914009715,-0.7630751584027264,-0.7630751584027264,-1.0,-1.0
123,2017-11-01,Jaime Ozores,11.0,Hypertrophic,98.39067077636719,16.595703125,16.595703125,0.0,0.0,74.0,0.32960365914009715,-0.7757337415540541,-0.7757337415540541,-1.0,-1.0
124,2017-11-01,Jaime Ozores,12.0,Hypertrophic,98.39067077636719,14.96066951751709,14.96066951751709,0.0,0.0,74.0,0.32960365914009715,-0.7978287903038231,-0.7978287903038231,-1.0,-1.0
125,2017-11-01,Jaime Ozores,13.0,Hypertrophic,98.39067077636719,15.533211708068848,15.533211708068848,0.0,0.0,74.0,0.32960365914009715,-0.7900917336747453,-0.7900917336747453,-1.0,-1.0
126,2017-11-01,Jaime Ozores,14.0,Hypertrophic,98.39067077636719,14.296043395996094,14.296043395996094,0.0,0.0,74.0,0.32960365914009715,-0.8068102243784312,-0.8068102243784312,-1.0,-1.0
127,2017-11-01,Jaime Ozores,15.0,Hypertrophic,98.39067077636719,14.930131912231445,14.930131912231445,0.0,0.0,74.0,0.32960365914009715,-0.798241460645521,-0.798241460645521,-1.0,-1.0
128,2017-11-01,Jaime Ozores,16.0,Hypertrophic,98.39067077636719,13.864202499389648,13.864202499389648,0.0,0.0,74.0,0.32960365914009715,-0.8126459121704102,-0.8126459121704102,-1.0,-1.0
129,2017-11-01,Jaime Ozores,17.0,Hypertrophic,98.39067077636719,12.96810245513916,12.96810245513916,0.0,0.0,74.0,0.32960365914009715,-0.8247553722278492,-0.8247553722278492,-1.0,-1.0
130,2017-11-01,Jaime Ozores,18.0,Hypertrophic,98.39067077636719,12.145367622375488,12.145367622375488,0.0,0.0,74.0,0.32960365914009715,-0.8358734105084393,-0.8358734105084393,-1.0,-1.0
131,2017-11-01,Jaime Ozores,19.0,Hypertrophic,112.4075927734375,11.879532814025879,11.879532814025879,0.0,0.0,74.0,0.5190215239653716,-0.839465772783434,-0.839465772783434,-1.0,-1.0
132,2017-11-01,Jaime Ozores,20.0,Hypertrophic,112.4075927734375,10.990828514099121,10.990828514099121,0.0,0.0,74.0,0.5190215239653716,-0.8514752903500119,-0.8514752903500119,-1.0,-1.0
150,2017-11-01,Talavan,1.0,Hypertrophic,2.6268129348754883,2.6268129348754883,,2.6268129348754883,,9.0,-0.7081318961249458,,-0.7081318961249458,-0.7081318961249458,
151,2017-11-01,Talavan,2.0,Hypertrophic,2.6268129348754883,2.0396811962127686,2.237299680709839,1.446825385093689,1.6825257539749146,9.0,-0.7081318961249458,-0.7514111465877957,-0.773368755976359,-0.839241623878479,-0.8130526940027872
152,2017-11-01,Talavan,3.0,Hypertrophic,6.536707878112793,4.240354061126709,5.004833698272705,1.446825385093689,2.4025607109069824,9.0,-0.2736991246541341,-0.44390736685858834,-0.528849548763699,-0.839241623878479,-0.7330488098992242
153,2017-11-01,Talavan,4.0,Hypertrophic,6.536707878112793,2.661616563796997,4.251217365264893,0.0,1.446825385093689,9.0,-0.2736991246541341,-0.5276425149705675,-0.7042648262447782,-1.0,-0.839241623878479
154,2017-11-01,Talavan,5.0,Hypertrophic,8.091012954711914,3.728194236755371,5.173953533172607,0.0,1.446825385093689,9.0,-0.10099856058756511,-0.42511627409193253,-0.5857561959160699,-1.0,-0.839241623878479
155,2017-11-01,Talavan,6.0,Hypertrophic,8.091012954711914,2.8754258155822754,2.8754258155822754,0.0,0.0,9.0,-0.10099856058756511,-0.6805082427130805,-0.6805082427130805,-1.0,-1.0
156,2017-11-01,Talavan,7.0,Hypertrophic,11.583481788635254,3.622514009475708,5.719944000244141,0.0,1.060215711593628,9.0,0.28705353207058376,-0.36445066663953996,-0.597498443391588,-1.0,-0.8821982542673746
157,2017-11-01,Talavan,8.0,Hypertrophic,11.583481788635254,3.0852818489074707,3.0852818489074707,0.0,0.0,9.0,0.28705353207058376,-0.6571909056769477,-0.6571909056769477,-1.0,-1.0
158,2017-11-01,Talavan,9.0,Hypertrophic,11.583481788635254,3.5753602981567383,6.026339054107666,0.0,1.060215711593628,9.0,0.28705353207058376,-0.3304067717658149,-0.6027377446492513,-1.0,-0.8821982542673746
159,2017-11-01,Talavan,10.0,Hypertrophic,11.583481788635254,3.1641793251037598,3.1641793251037598,0.0,0.0,9.0,0.28705353207058376,-0.6484245194329156,-0.6484245194329156,-1.0,-1.0
160,2017-11-01,Talavan,11.0,Hypertrophic,11.583481788635254,3.375123977661133,5.830957412719727,0.0,0.1306077241897583,9.0,0.28705353207058376,-0.3521158430311415,-0.6249862247043185,-1.0,-0.9854880306455824
161,2017-11-01,Talavan,12.0,Hypertrophic,11.583481788635254,3.164102792739868,3.164102792739868,0.0,0.0,9.0,0.28705353207058376,-0.6484330230289035,-0.6484330230289035,-1.0,-1.0
162,2017-11-01,Talavan,13.0,Hypertrophic,11.583481788635254,3.29105544090271,5.5615034103393555,0.0,0.031484801322221756,9.0,0.28705353207058376,-0.3820551766289605,-0.6343271732330322,-1.0,-0.9965016887419753
163,2017-11-01,Talavan,14.0,Hypertrophic,11.583481788635254,3.1086971759796143,3.1086971759796143,0.0,0.0,9.0,0.28705353207058376,-0.6545892026689317,-0.6545892026689317,-1.0,-1.0
164,2017-11-01,Talavan,15.0,Hypertrophic,11.583481788635254,3.0687835216522217,3.0687835216522217,0.0,0.0,9.0,0.28705353207058376,-0.6590240531497531,-0.6590240531497531,-1.0,-1.0
165,2017-11-01,Talavan,16.0,Hypertrophic,11.583481788635254,2.9381675720214844,2.9381675720214844,0.0,0.0,9.0,0.28705353207058376,-0.6735369364420573,-0.6735369364420573,-1.0,-1.0
166,2017-11-01,Talavan,17.0,Hypertrophic,11.583481788635254,2.9094462394714355,2.9094462394714355,0.0,0.0,9.0,0.28705353207058376,-0.676728195614285,-0.676728195614285,-1.0,-1.0
167,2017-11-01,Talavan,18.0,Hypertrophic,11.583481788635254,2.8285253047943115,2.8285253047943115,0.0,0.0,9.0,0.28705353207058376,-0.6857194105784098,-0.6857194105784098,-1.0,-1.0
168,2017-11-01,Talavan,19.0,Hypertrophic,11.583481788635254,2.8042502403259277,2.8042502403259277,0.0,0.0,9.0,0.28705353207058376,-0.6884166399637858,-0.6884166399637858,-1.0,-1.0
169,2017-11-01,Talavan,20.0,Hypertrophic,11.583481788635254,2.6588335037231445,2.6588335037231445,0.0,0.0,9.0,0.28705353207058376,-0.7045740551418729,-0.7045740551418729,-1.0,-1.0
189,2018-06-01,Jaime Ozores,1.0,Hypertrophic,12.705032348632812,12.705032348632812,,12.705032348632812,,14.0,-0.09249768938337054,,-0.09249768938337054,-0.09249768938337054,
190,2018-06-01,Jaime Ozores,2.0,Hypertrophic,12.787469863891602,12.366408348083496,12.5228910446167,11.89695930480957,12.076171875,14.0,-0.08660929543631417,-0.10550778252737862,-0.116685117994036,-0.15021719251360213,-0.13741629464285715
191,2018-06-01,Jaime Ozores,3.0,Hypertrophic,12.8950777053833,11.043587684631348,12.208552360534668,5.5944504737854,10.459866523742676,14.0,-0.07892302104404994,-0.12796054567609513,-0.21117230824061803,-0.6003963947296143,-0.25286667687552317
192,2018-06-01,Jaime Ozores,4.0,Hypertrophic,12.8950777053833,11.231206893920898,12.322818756103516,5.5702595710754395,10.459866523742676,14.0,-0.07892302104404994,-0.11979866027832031,-0.19777093614850724,-0.6021243163517543,-0.25286667687552317
193,2018-06-01,Jaime Ozores,5.0,Hypertrophic,14.62491226196289,10.945847511291504,12.112672805786133,3.5630991458892822,8.337968826293945,14.0,0.044636590140206475,-0.1348090853009905,-0.218153749193464,-0.7454929181507656,-0.40443079812186106
194,2018-06-01,Jaime Ozores,6.0,Hypertrophic,14.62491226196289,10.987672805786133,12.154044151306152,3.5630991458892822,8.337968826293945,14.0,0.044636590140206475,-0.1318539891924177,-0.21516622815813338,-0.7454929181507656,-0.40443079812186106
195,2018-06-01,Jaime Ozores,7.0,Hypertrophic,14.62491226196289,10.425926208496094,12.378571510314941,0.3083009719848633,8.337968826293945,14.0,0.044636590140206475,-0.1158163206917899,-0.2552909851074219,-0.9779785020010812,-0.40443079812186106
196,2018-06-01,Jaime Ozores,8.0,Hypertrophic,14.62491226196289,10.165746688842773,12.363200187683105,0.0,8.337968826293945,14.0,0.044636590140206475,-0.11691427230834961,-0.27387523651123047,-1.0,-0.40443079812186106
197,2018-06-01,Jaime Ozores,9.0,Hypertrophic,14.62491226196289,9.871587753295898,11.86074161529541,0.0,5.560604572296143,14.0,0.044636590140206475,-0.15280417033604213,-0.29488658905029297,-1.0,-0.6028139591217041
198,2018-06-01,Jaime Ozores,10.0,Hypertrophic,14.80724811553955,9.092968940734863,11.7599458694458,0.0,4.552240371704102,14.0,0.057660579681396484,-0.1600038664681571,-0.3505022185189383,-1.0,-0.674839973449707
199,2018-06-01,Jaime Ozores,11.0,Hypertrophic,14.80724811553955,8.585466384887695,11.224689483642578,0.0,3.280365467071533,14.0,0.057660579681396484,-0.19823646545410156,-0.38675240107945036,-1.0,-0.7656881809234619
200,2018-06-01,Jaime Ozores,12.0,Hypertrophic,14.80724811553955,7.999165058135986,10.871403694152832,0.0,2.7893474102020264,14.0,0.057660579681396484,-0.22347116470336914,-0.428631067276001,-1.0,-0.8007608992712838
201,2018-06-01,Jaime Ozores,13.0,Hypertrophic,14.80724811553955,7.790056228637695,10.974740028381348,0.0,2.7893474102020264,14.0,0.057660579681396484,-0.21608999797276088,-0.4435674122401646,-1.0,-0.8007608992712838
202,2018-06-01,Jaime Ozores,14.0,Hypertrophic,14.80724811553955,7.280756950378418,10.837563514709473,0.0,1.720603346824646,14.0,0.057660579681396484,-0.2258883203778948,-0.4799459321158273,-1.0,-0.8770997609410968
203,2018-06-01,Jaime Ozores,15.0,Hypertrophic,14.80724811553955,7.039234638214111,10.870209693908691,0.0,1.720603346824646,14.0,0.057660579681396484,-0.22355645043509348,-0.4971975258418492,-1.0,-0.8770997609410968
204,2018-06-01,Jaime Ozores,16.0,Hypertrophic,14.80724811553955,6.668868064880371,10.707565307617188,0.0,0.7315460443496704,14.0,0.057660579681396484,-0.23517390659877233,-0.5236522810799735,-1.0,-0.9477467111178807
205,2018-06-01,Jaime Ozores,17.0,Hypertrophic,14.80724811553955,6.281603813171387,10.415302276611328,0.0,0.4236431121826172,14.0,0.057660579681396484,-0.2560498373849051,-0.5513140133449009,-1.0,-0.9697397777012416
206,2018-06-01,Jaime Ozores,18.0,Hypertrophic,14.80724811553955,5.979336261749268,9.590618133544922,0.0,0.07651340961456299,14.0,0.057660579681396484,-0.31495584760393414,-0.5729045527321952,-1.0,-0.9945347564561027
207,2018-06-01,Jaime Ozores,19.0,Hypertrophic,14.80724811553955,5.69657039642334,5.69657039642334,0.0,0.0,14.0,0.057660579681396484,-0.59310211454119,-0.59310211454119,-1.0,-1.0
208,2018-06-01,Jaime Ozores,20.0,Hypertrophic,14.80724811553955,5.429003715515137,5.429003715515137,0.0,0.0,14.0,0.057660579681396484,-0.6122140203203473,-0.6122140203203473,-1.0,-1.0
226,2018-06-01,Talavan,1.0,Hypertrophic,4.307905673980713,4.307905673980713,,4.307905673980713,,8.0,-0.4615117907524109,,-0.4615117907524109,-0.4615117907524109,
227,2018-06-01,Talavan,2.0,Hypertrophic,4.307905673980713,3.91831636428833,4.070467472076416,3.4618618488311768,3.8657662868499756,8.0,-0.4615117907524109,-0.491191565990448,-0.5102104544639587,-0.5672672688961029,-0.516779214143753
228,2018-06-01,Talavan,3.0,Hypertrophic,8.198271751403809,5.418915748596191,5.663547039031982,3.4618618488311768,3.8657662868499756,8.0,0.024783968925476074,-0.2920566201210022,-0.3226355314254761,-0.5672672688961029,-0.516779214143753
229,2018-06-01,Talavan,4.0,Hypertrophic,9.333779335021973,4.682910919189453,6.243880748748779,0.0,3.4618618488311768,8.0,0.16672241687774658,-0.2195149064064026,-0.41463613510131836,-1.0,-0.5672672688961029
230,2018-06-01,Talavan,5.0,Hypertrophic,9.333779335021973,5.323176860809326,6.653616428375244,0.0,3.4618618488311768,8.0,0.16672241687774658,-0.16829794645309448,-0.33460289239883423,-1.0,-0.5672672688961029
