fecha,Embalse,Estado,Cmax,Cmea2,Cmean,Cmin,Cmin2,Medicion
2022-11-01,Brozas,Hypertrophic,,,,,,40.0
2022-11-01,Burguillos del Cerro,Hypertrophic,133.5310821533203,6.106083393096924,6.106083393096924,0.0,0.0,201.095
2022-11-01,Cantalgallo,Eutrophic,,,,,,12.2
2022-11-01,Carrascalejo,Eutrophic,,,,,,13.24
2022-11-01,El Santo,Hypertrophic,84.49751281738281,36.15007781982422,25.085512161254883,0.0,8.86652946472168,62.78
2022-11-01,Garciaz,Eutrophic,,,,,,16.42
2022-11-01,Garganta del Obispo,Hypertrophic,0.7855445146560669,0.03395161032676697,0.03395161032676697,0.0,0.0,85.33
2022-11-01,Guadalupe,Eutrophic,,,,,,17.09
2022-11-01,Hervas,Eutrophic,,,,,,19.42
2022-11-01,Jaime Ozores,Hypertrophic,249.26318359375,160.01065063476562,135.3697052001953,0.15604130923748016,76.34239959716797,211.82
2022-11-01,Llerena,Hypertrophic,154.33985900878906,95.85906219482422,81.6685562133789,0.020352128893136978,44.90934371948242,147.12
2022-11-01,Los Angeles,Hypertrophic,,,,,,45.73
2022-11-01,Los Huertos,Hypertrophic,,,,,,70.55
2022-11-01,Madronnera,Eutrophic,,,,,,38.93
2022-11-01,Majadillas,Eutrophic,20.142675399780273,1.1493765115737915,1.1493765115737915,0.0,0.0,25.99
2022-11-01,Majarrobledo,Mesotrophic,,,,,,20.48
2022-11-01,Membrio,Hypertrophic,,,,,,60.76
2022-11-01,Navarredonda,Hypertrophic,,,,,,3.39
2022-11-01,Navas del Madronno,Hypertrophic,,,,,,30.53
2022-11-01,Nogales,Hypertrophic,36.12945556640625,16.104225158691406,12.941617012023926,0.0,2.737711191177368,45.815
2022-11-01,Palomero,Eutrophic,,,,,,44.83
2022-11-01,Pretura del Molino,Mesotrophic,11.098599433898926,1.8969110250473022,1.8969110250473022,0.0,0.0,8.41
2022-11-01,Ribera del Castanno,Eutrophic,,,,,,26.99
2022-11-01,Rubiales,Hypertrophic,127.3244400024414,24.773942947387695,24.773942947387695,0.0,0.0,204.58
2022-11-01,San Marcos,Eutrophic,,,,,,27.47
2022-11-01,Santa Lucia,Eutrophic,,,,,,11.94
2022-11-01,Talavan,Hypertrophic,65.12992095947266,38.320377349853516,32.083152770996094,0.0,16.191890716552734,45.02
2022-11-01,Tres Torres,Hypertrophic,,,,,,278.23
2022-11-01,la Pesga,Eutrophic,,,,,,20.13
